"Log4php Config File Name","Название файла настроек log4php"
"Path to configuration file related to Mage base directory (sample: var/log/log4php_cfg.xml)","Пусть к конфигурационному файлу относительно базового каталога Magento (пример: var/log/log4php_cfg.xml)"
